@_address,provider_id,geocode_flag,geocode_accuracy,geocoded_column,lat,lng,hospital_name,address,city,state,zip_code,county_name,phone_number,hospital_type,hospital_ownership,emergency_services,hospital_overall_rating,hospital_overall_rating_footnote,mortality_national_comparison,mortality_national_comparison_footnote,safety_of_care_national_comparison,safety_of_care_national_comparison_footnote,readmission_national_comparison,readmission_national_comparison_footnote,patient_experience_national_comparison,patient_experience_national_comparison_footnote,effectiveness_of_care_national_comparison,effectiveness_of_care_national_comparison_footnote,timeliness_of_care_national_comparison,timeliness_of_care_national_comparison_footnote,efficient_use_of_medical_imaging_national_comparison,efficient_use_of_medical_imaging_national_comparison_footnote
https://data.medicare.gov/resource/xubh-q36u/row-burc_j8eh.zcc8,100256,0,,POINT (-82.690148 28.360743),28.360743,-82.690148,REGIONAL MEDICAL CENTER BAYONET POINT,14000 FIVAY RD,HUDSON,FL,34667,PASCO,(727) 819-2929,Acute Care Hospitals,Proprietary,true,2,,Below the national average,,Above the national average,,Below the national average,,Below the national average,,Same as the national average,,Above the national average,,Same as the national average,
https://data.medicare.gov/resource/xubh-q36u/row-gifb-kr87.ze3i,263302,0,,POINT (-94.578611 39.08275),39.08275,-94.578611,CHILDRENS MERCY HOSPITAL,2401 GILLHAM ROAD,KANSAS CITY,MO,64108,JACKSON,(816) 234-3000,Childrens,Voluntary non-profit - Private,true,Not Available,5,Not Available,5,Not Available,5,Not Available,5,Not Available,5,Not Available,5,Not Available,5,Not Available,5
https://data.medicare.gov/resource/xubh-q36u/row-gudw-63ak-npa6,454137,0,,POINT (-97.919079 29.884388),29.884388,-97.919079,OCEANS BEHAVIORAL HOSPITAL OF SAN MARCOS,1106 N IH 35,SAN MARCOS,TX,78666,HAYS,(512) 353-0194,Psychiatric,Proprietary,false,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19
https://data.medicare.gov/resource/xubh-q36u/row-zfjd-ytfx.rrir,330011,0,,POINT (-75.935558 42.09264),42.09264,-75.935558,"OUR LADY OF LOURDES MEMORIAL HOSPITAL, INC",169 RIVERSIDE DRIVE,BINGHAMTON,NY,13905,BROOME,(607) 798-5111,Acute Care Hospitals,Voluntary non-profit - Private,true,3,,Same as the national average,,Above the national average,,Below the national average,,Below the national average,,Same as the national average,,Same as the national average,,Below the national average,
https://data.medicare.gov/resource/xubh-q36u/row-pvha_dpmv~q2t2,450674,0,,POINT (-95.40109 29.692977),29.692977,-95.40109,"WOMANS HOSPITAL OF TEXAS,THE",7600 FANNIN,HOUSTON,TX,77054,HARRIS,(713) 790-1234,Acute Care Hospitals,Proprietary,true,3,,Not Available,16,Same as the national average,,Not Available,5,Same as the national average,,Same as the national average,,Above the national average,,Not Available,16
https://data.medicare.gov/resource/xubh-q36u/row-f6dy~z7v4.xu35,114012,0,,POINT (-84.511891 33.853995),33.853995,-84.511891,RIDGEVIEW INSTITUTE,"3995 S COBB DRIVE, SE",SMYRNA,GA,30080,COBB,(770) 434-4567,Psychiatric,Proprietary,false,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19
https://data.medicare.gov/resource/xubh-q36u/row-wgjq-rwdt.3x58,531306,0,,POINT (-107.948409 44.013556),44.013556,-107.948409,WASHAKIE MEDICAL CENTER,400 SOUTH 15TH STREET,WORLAND,WY,82401,WASHAKIE,(307) 347-3221,Critical Access Hospitals,Government - Local,true,3,,Same as the national average,,Not Available,5,Same as the national average,,Not Available,16,Not Available,5,Not Available,5,Same as the national average,
https://data.medicare.gov/resource/xubh-q36u/row-inku-rcmb~ijb5,140049,0,,POINT (-87.777471 41.89184),41.89184,-87.777471,WEST SUBURBAN MEDICAL CENTER,3 ERIE COURT,OAK PARK,IL,60302,COOK,(708) 383-6200,Acute Care Hospitals,Voluntary non-profit - Other,true,3,,Same as the national average,,Above the national average,,Below the national average,,Below the national average,,Same as the national average,,Below the national average,,Not Available,5
https://data.medicare.gov/resource/xubh-q36u/row-gtsq-dc99_icfj,191325,0,,POINT (-90.31043 29.456719),29.456719,-90.31043,LADY OF THE SEA GENERAL HOSPITAL,200 WEST 134TH PLACE,CUT OFF,LA,70345,LAFOURCHE,(985) 632-6401,Critical Access Hospitals,Government - Hospital District or Authority,true,3,,Same as the national average,,Not Available,16,Below the national average,,Not Available,16,Not Available,16,Same as the national average,,Not Available,5
https://data.medicare.gov/resource/xubh-q36u/row-97aw-8gyu-wg2w,110007,0,,POINT (-84.156267 31.590229),31.590229,-84.156267,PHOEBE PUTNEY MEMORIAL HOSPITAL,417 THIRD AVENUE,ALBANY,GA,31703,DOUGHERTY,(229) 312-4068,Acute Care Hospitals,Government - Hospital District or Authority,true,1,,Below the national average,,Above the national average,,Below the national average,,Below the national average,,Below the national average,,Below the national average,,Same as the national average,
https://data.medicare.gov/resource/xubh-q36u/row-kg4e-zyz8_rkj7,370228,0,,POINT (-95.851684 36.304717),36.304717,-95.851684,"BAILEY MEDICAL CENTER, LLC",10502 NORTH 110TH EAST AVENUE,OWASSO,OK,74055,TULSA,(918) 376-8000,Acute Care Hospitals,Proprietary,true,4,,Not Available,5,Same as the national average,,Below the national average,,Above the national average,,Same as the national average,,Same as the national average,,Same as the national average,
https://data.medicare.gov/resource/xubh-q36u/row-dq43-6a4g-587u,084001,0,,POINT (-75.573246 39.699677),39.699677,-75.573246,DELAWARE PSYCHIATRIC CENTER,1901 N DUPONT HIGHWAY,NEW CASTLE,DE,19720,NEW CASTLE,(302) 255-2700,Psychiatric,Government - State,false,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19
https://data.medicare.gov/resource/xubh-q36u/row-pdbj~gdsf_6jmr,460044,0,,POINT (-111.853191 40.57736),40.57736,-111.853191,ALTA VIEW HOSPITAL,9660 SOUTH 1300 EAST,SANDY,UT,84094,SALT LAKE,(801) 501-2600,Acute Care Hospitals,Voluntary non-profit - Private,true,5,,Same as the national average,,Same as the national average,,Above the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Same as the national average,
https://data.medicare.gov/resource/xubh-q36u/row-rrk9~2g3j_mbbd,420023,1,ROOFTOP,,34.8405409,-82.4209903,ST FRANCIS-DOWNTOWN,ONE ST FRANCIS DR,GREENVILLE,SC,29601,GREENVILLE,(800) 805-5678,Acute Care Hospitals,Voluntary non-profit - Private,true,5,,Below the national average,,Above the national average,,Above the national average,,Above the national average,,Same as the national average,,Below the national average,,Above the national average,
https://data.medicare.gov/resource/xubh-q36u/row-gawf~xgxy_ivy2,380051,0,,POINT (-123.033146 44.932887),44.932887,-123.033146,SALEM HOSPITAL,"890 OAK STREET, SE",SALEM,OR,97301,MARION,(503) 561-5200,Acute Care Hospitals,Voluntary non-profit - Other,true,3,,Same as the national average,,Below the national average,,Above the national average,,Above the national average,,Below the national average,,Below the national average,,Same as the national average,
https://data.medicare.gov/resource/xubh-q36u/row-7dvp.s8mk~n9ci,190176,0,,POINT (-90.076121 29.955263),29.955263,-90.076121,TULANE MEDICAL CENTER,1415 TULANE AVE,NEW ORLEANS,LA,70112,ORLEANS,(504) 988-5263,Acute Care Hospitals,Voluntary non-profit - Private,true,1,,Same as the national average,,Below the national average,,Below the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Same as the national average,
https://data.medicare.gov/resource/xubh-q36u/row-4fw2_2h6f.iaid,100125,0,,POINT (-80.430371 25.477839),25.477839,-80.430371,HOMESTEAD HOSPITAL,975 BAPTIST WAY,HOMESTEAD,FL,33033,MIAMI-DADE,(786) 243-8000,Acute Care Hospitals,Voluntary non-profit - Private,true,2,,Same as the national average,,Below the national average,,Below the national average,,Same as the national average,,Same as the national average,,Below the national average,,Same as the national average,
https://data.medicare.gov/resource/xubh-q36u/row-k5xn~6853~5e64,050424,0,,POINT (-117.241854 32.897124),32.897124,-117.241854,SCRIPPS GREEN HOSPITAL,10666 NORTH TORREY PINES ROAD,LA JOLLA,CA,92037,SAN DIEGO,(858) 455-9100,Acute Care Hospitals,Voluntary non-profit - Other,false,5,,Same as the national average,,Above the national average,,Above the national average,,Above the national average,,Same as the national average,,Not Available,16,Below the national average,
https://data.medicare.gov/resource/xubh-q36u/row-8c85~gidq~gevc,503301,1,ROOFTOP,,47.2587434,-122.4527167,MARY BRIDGE CHILDREN'S HOSPITAL,317 MARTIN LUTHER KING JR W BOX 5299,TACOMA,WA,98415,PIERCE,(253) 403-1400,Childrens,Voluntary non-profit - Other,true,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19
https://data.medicare.gov/resource/xubh-q36u/row-tjng_gucu-k2vq,340113,0,,POINT (-80.839845 35.204983),35.204983,-80.839845,CAROLINAS MEDICAL CENTER/BEHAV HEALTH,1000 BLYTHE BLVD,CHARLOTTE,NC,28203,MECKLENBURG,(704) 355-2000,Acute Care Hospitals,Government - Hospital District or Authority,true,3,,Below the national average,,Above the national average,,Above the national average,,Same as the national average,,Below the national average,,Same as the national average,,Same as the national average,
https://data.medicare.gov/resource/xubh-q36u/row-tgyx_3sgg-28ve,050784,0,,POINT (-119.337669 36.220283),36.220283,-119.337669,ADVENTIST HEALTH TULARE,869 NORTH CHERRY STREET,TULARE,CA,93274,TULARE,(559) 688-0821,Acute Care Hospitals,Voluntary non-profit - Private,true,Not Available,5,Not Available,5,Not Available,5,Not Available,5,Not Available,5,Not Available,5,Not Available,5,Not Available,5
https://data.medicare.gov/resource/xubh-q36u/row-83di-yjvp_x3zt,241334,0,,POINT (-93.970875 44.347846),44.347846,-93.970875,RIVER'S EDGE HOSPITAL & CLINIC,1900 NORTH SUNRISE DRIVE,ST PETER,MN,56082,NICOLLET,(507) 934-7602,Critical Access Hospitals,Government - Local,true,Not Available,16,Not Available,16,Not Available,5,Not Available,5,Above the national average,,Same as the national average,,Above the national average,,Not Available,5
https://data.medicare.gov/resource/xubh-q36u/row-7am8-6328_i4i2,100285,0,,POINT (-80.376005 25.991087),25.991087,-80.376005,MEMORIAL HOSPITAL MIRAMAR,1901 SW 172ND AVE,MIRAMAR,FL,33029,BROWARD,(954) 538-4810,Acute Care Hospitals,Government - Hospital District or Authority,true,4,,Same as the national average,,Below the national average,,Above the national average,,Above the national average,,Same as the national average,,Below the national average,,Not Available,5
https://data.medicare.gov/resource/xubh-q36u/row-6heh-cpck-6gmw,061344,0,,POINT (-105.230264 38.455747),38.455747,-105.230264,CENTURA HEALTH-ST THOMAS MORE HOSPITAL,1338 PHAY AVENUE,CANON CITY,CO,81212,FREMONT,(719) 285-2000,Critical Access Hospitals,Voluntary non-profit - Private,true,Not Available,16,Not Available,16,Not Available,16,Not Available,16,Not Available,16,Same as the national average,,Not Available,5,Same as the national average,
https://data.medicare.gov/resource/xubh-q36u/row-cqhe-8u2q_uxa4,290047,0,,POINT (-115.295512 36.070256),36.070256,-115.295512,SOUTHERN HILLS HOSPITAL AND MEDICAL CENTER,9300 WEST SUNSET RD,LAS VEGAS,NV,89148,CLARK,(702) 880-2100,Acute Care Hospitals,Voluntary non-profit - Private,true,2,,Same as the national average,,Below the national average,,Below the national average,,Below the national average,,Same as the national average,,Above the national average,,Above the national average,
https://data.medicare.gov/resource/xubh-q36u/row-zxm3-f6hb.227g,510012,0,,POINT (-82.124403 38.868705),38.868705,-82.124403,PLEASANT VALLEY HOSPITAL,2520 VALLEY DRIVE,POINT PLEASANT,WV,25550,MASON,(304) 675-4340,Acute Care Hospitals,Voluntary non-profit - Private,true,3,,Same as the national average,,Same as the national average,,Below the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Same as the national average,
https://data.medicare.gov/resource/xubh-q36u/row-ss8d_atq6.7xb3,030071,1,GEOMETRIC_CENTER,,35.759317,-109.0483992,FORT DEFIANCE INDIAN HOSPITAL,PO BOX 649,FORT DEFIANCE,AZ,86504,APACHE,(928) 729-8000,Acute Care Hospitals,Government - Federal,true,3,17,Same as the national average,,Not Available,5,Below the national average,,Same as the national average,,Below the national average,,Not Available,5,Not Available,16
https://data.medicare.gov/resource/xubh-q36u/row-gt8h_8a7x~t4kr,171373,0,,POINT (-95.390674 37.950342),37.950342,-95.390674,ALLEN COUNTY REGIONAL HOSPITAL,3066 NORTH KENTUCKY STREET,IOLA,KS,66749,ALLEN,(620) 365-1021,Critical Access Hospitals,Government - State,true,2,,Same as the national average,,Not Available,16,Same as the national average,,Not Available,16,Not Available,5,Above the national average,,Same as the national average,
https://data.medicare.gov/resource/xubh-q36u/row-n43i.tyzh.5v4t,390180,1,ROOFTOP,,39.8559248,-75.3692897,CROZER CHESTER MEDICAL CENTER,ONE MEDICAL CENTER BOULEVARD,UPLAND,PA,19013,DELAWARE,(610) 447-2000,Acute Care Hospitals,Voluntary non-profit - Other,true,2,,Same as the national average,,Above the national average,,Below the national average,,Below the national average,,Same as the national average,,Below the national average,,Same as the national average,
https://data.medicare.gov/resource/xubh-q36u/row-72t5.bydx-dr2i,191310,0,,POINT (-91.525272 29.80187),29.80187,-91.525272,FRANKLIN FOUNDATION HOSPITAL,1097 NORTHWEST BLVD,FRANKLIN,LA,70538,ST. MARY,(337) 828-0760,Critical Access Hospitals,Government - Hospital District or Authority,true,4,,Same as the national average,,Not Available,16,Same as the national average,,Not Available,16,Same as the national average,,Same as the national average,,Same as the national average,
https://data.medicare.gov/resource/xubh-q36u/row-78ag.2jb3-taix,453300,0,,POINT (-97.341975 32.736488),32.736488,-97.341975,COOK CHILDRENS MEDICAL CENTER,801 SEVENTH AVENUE,FORT WORTH,TX,76104,TARRANT,(682) 885-4000,Childrens,Voluntary non-profit - Private,true,Not Available,5,Not Available,5,Not Available,5,Not Available,5,Not Available,5,Not Available,5,Not Available,5,Not Available,5
https://data.medicare.gov/resource/xubh-q36u/row-dgjs.wm36-ur35,454088,0,,POINT (-97.708011 26.16082),26.16082,-97.708011,RIO GRANDE STATE CENTER,1401 RANGERVILLE ROAD,HARLINGEN,TX,78550,CAMERON,(956) 364-8000,Psychiatric,Government - State,true,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19
https://data.medicare.gov/resource/xubh-q36u/row-kvdr-2fup-rgie,111328,0,,POINT (-83.840673 31.512385),31.512385,-83.840673,PHOEBE WORTH MEDICAL CENTER,807 SOUTH ISABELLA STREET,SYLVESTER,GA,31791,WORTH,(229) 777-3851,Critical Access Hospitals,Voluntary non-profit - Private,true,Not Available,16,Not Available,16,Not Available,16,Not Available,5,Not Available,16,Not Available,5,Not Available,5,Not Available,5
https://data.medicare.gov/resource/xubh-q36u/row-wbga.ap2u-4y8h,050194,0,,POINT (-121.793721 36.92828),36.92828,-121.793721,WATSONVILLE COMMUNITY HOSPITAL,75 NIELSON STREET,WATSONVILLE,CA,95076,SANTA CRUZ,(831) 724-4741,Acute Care Hospitals,Proprietary,true,2,,Same as the national average,,Below the national average,,Above the national average,,Below the national average,,Below the national average,,Same as the national average,,Same as the national average,
https://data.medicare.gov/resource/xubh-q36u/row-46cx.u9fm~wqwb,060003,0,,POINT (-105.126382 40.181324),40.181324,-105.126382,LONGMONT UNITED HOSPITAL,1950 MOUNTAIN VIEW AVE,LONGMONT,CO,80501,BOULDER,(303) 651-5111,Acute Care Hospitals,Voluntary non-profit - Private,true,3,,Same as the national average,,Below the national average,,Above the national average,,Same as the national average,,Same as the national average,,Above the national average,,Not Available,5
https://data.medicare.gov/resource/xubh-q36u/row-e88j_uxba~jujd,451332,0,,POINT (-96.212767 28.717457),28.717457,-96.212767,PALACIOS COMMUNITY MEDICAL CENTER,311 GREEN AVENUE,PALACIOS,TX,77465,MATAGORDA,(361) 972-2511,Critical Access Hospitals,Voluntary non-profit - Private,true,Not Available,16,Not Available,16,Not Available,16,Not Available,5,Not Available,16,Not Available,16,Not Available,16,Not Available,16
https://data.medicare.gov/resource/xubh-q36u/row-n5cw~k8mz~eeh4,230264,0,,POINT (-83.08356 42.451395),42.451395,-83.08356,SOUTHEAST MICHIGAN SURGICAL HOSPITAL,21230 DEQUINDRE ROAD,WARREN,MI,48091,MACOMB,(586) 427-1000,Acute Care Hospitals,Voluntary non-profit - Private,false,Not Available,16,Not Available,16,Not Available,5,Not Available,16,Not Available,16,Same as the national average,,Not Available,16,Not Available,16
https://data.medicare.gov/resource/xubh-q36u/row-m3ik.nhi8~efrk,240020,0,,POINT (-93.229319 45.56657),45.56657,-93.229319,CAMBRIDGE MEDICAL CENTER,701 SOUTH DELLWOOD AVENUE,CAMBRIDGE,MN,55008,ISANTI,(763) 689-7700,Acute Care Hospitals,Voluntary non-profit - Private,true,4,,Same as the national average,,Same as the national average,,Same as the national average,,Above the national average,,Same as the national average,,Same as the national average,,Same as the national average,
https://data.medicare.gov/resource/xubh-q36u/row-88k8_s9qs~hbxb,360055,0,,POINT (-80.798765 41.236461),41.236461,-80.798765,TRUMBULL REGIONAL MEDICAL CENTER,1350 EAST MARKET STREET,WARREN,OH,44482,TRUMBULL,(330) 841-9820,Acute Care Hospitals,Proprietary,true,1,,Same as the national average,,Below the national average,,Below the national average,,Below the national average,,Same as the national average,,Below the national average,,Same as the national average,
